,word
7565,ขาดใจ
7842,ขาดใจตาย
5050,ขาตั้ง
4308,ขาประจำ
5469,ขายของ
1676,ขายดี
539,ขายตรง
8208,ขายตัว
6154,ขายต่อ
3368,ขายส่ง
8972,ขาลาก
8423,ขาออก
328,ขาอ่อน
2669,ขาเข้า
5401,ขา้ว
8727,ขำ
6419,ขิง
8229,ขิบ
6820,ขิม
5699,ขี
7916,ขีด
4041,ขีดจำกัด
6295,ขี่
5498,ขี่ม้า
3395,ขี้
8480,ขี้ตา
1395,ขี้นก
7585,ขี้บ่น
3241,ขี้ริ้วขี้เหร่
8524,ขี้ลืม
6389,ขี้หึง
3040,ขี้อาย
6230,ขี้อิจฉา
3035,ขี้เกรงใจ
1435,ขี้เกียจ
6081,ขี้เมา
3320,ขี้เล่น
5559,ขี้เหงา
2548,ขี้เหร่
3359,ขี้แง
2282,ขึัน
5688,ขึ้นคาน
4852,ขึ้นชื่อ
1343,ขึ้นทะเบียน
7167,ขึ้นปาก
7450,ขึ้นฝั่ง
3203,ขึ้นรถ
99,ขึ้นราคา
2784,ขึ้นสมอง
2420,ขึ้นหน้า
8855,ขึ้นเสียง
978,ขุน
1717,ขุ่น
9167,ขุ๊น
1962,ขูด
2815,ขโมย
8575,ข่ม
2757,ข่มขืน
2483,ข่วง
2871,ข่วน
5862,ข่วย
5288,ข่อ
9111,ข่ะ
1263,ข่า
8767,ข่าว
2418,ข่าวสาร
3276,ข้น
8564,ข้อ
9076,ข้อกำหนด
748,ข้อขัดแย้ง
6454,ข้อความ
8352,ข้องใจ
4574,ข้อจำกัด
2591,ข้อดี
1037,ข้อพับ
4515,ข้อมือ
1878,ข้อมูล
7385,ข้อศอก
5012,ข้อสงสัย
7216,ข้อสอบ
2564,ข้ออ้าง
1835,ข้อเขียน
7931,ข้อเสีย
7687,ข้อแก้ตัว
4802,ข้อแตกต่าง
4015,ข้อแนะนำ
3126,ข้า
2984,ข้าง
6310,ข้างขึ้น
2704,ข้างนอก
1978,ข้างบน
6240,ข้างล่าง
7885,ข้างหน้า
7889,ข้างเดียว
4373,ข้างใน
4731,ข้ามถนน
4606,ข้ามฟาก
4481,ข้ามหัว
179,ข้ามเรือ
2982,ข้าราชการ
6868,ข้าว
3667,ข้าวกลางวัน
6895,ข้าวของสัมภาระ
5351,ข้าวตัง
6424,ข้าวต้ม
7857,ข้าวต้มกุ๊ย
5711,ข้าวฟ่าง
1581,ข้าวมัน
4012,ข้าวมันไก่
5675,ข้าวราดแกง
4765,ข้าวสวย
5661,ข้าวสาร
247,ข้าวเย็น
7817,ข้าวเหนียว
5850,ข้าวแกง
1387,ขํ
7300,คฑากร
2471,คณะ
7226,คณะนิติศาสตร์
8281,คณะบริหาร
4498,คณะพยาบาลศาสตร์
2978,คณะวนศาสตร์
3665,คณะวิทยาศาสตร์
50,คณะวิศวกรรมศาสตร์
6148,คณะศิลปศาสตร์
4206,คณะศึกษาศาสตร์
8870,คณะสังคมศาสตร์
42,คณะอักษรศาสตร์
3917,คณะเศรษฐศาสตร์
3505,คณิต
9037,คณิตศาสตร์
7295,คดี
6309,คดีอาญา
2773,คติ้ง
8202,คถ
275,คถคน
6367,คทอเรีย
1139,คทา
3793,คน
4136,คนกลาง
8738,คนกันเอง
2221,คนขับ
2149,คนขี้ขลาด
3712,คนคุม
2290,คนจน
536,คนจริง
7046,คนจีน
704,คนชั่ว
1153,คนซื้อ
280,คนดี
2739,คนดู
6072,คนตาย
2522,คนต่างจังหวัด
3931,คนต่างชาติ
3811,คนที
8275,คนธรรมดา
8145,คนนอก
2314,คนผิวขาว
7342,คนพิการ
6335,คนพูด
4467,คนฟัง
2565,คนภายนอก
6795,คนมีสี
3942,คนมีอายุ
6921,คนรวย
7242,คนรัก
8810,คนรับ
2153,คนรู้จัก
7256,คนร้าย
3443,คนละชั้น
4674,คนสวย
1271,คนสำคัญ
1342,คนสูงอายุ
5315,คนอื่น
8542,คนอ่อนแอ
8722,คนอ่าน
3509,คนเจ็บ
589,คนเมา
802,คนเมือง
8299,คนเรา
1235,คนเลว
5595,คนเหนือ
8448,คนแก่
154,คนแนะนำ
6303,คนโง่
8132,คนโปรด
5081,คนโสด
3997,คนใจร้าย
2752,คนใช้
6317,คนใน
3587,คนไข้
3457,คนไทย
6247,คบ
2283,คพฤ
1112,คม
907,คย
2484,คร
423,ครส
6768,ครอง
6495,ครองแครง
8403,ครอบครอง
6652,ครอบครัว
1592,ครอบจักรวาล
1062,ครอส
4474,คระ
1652,ครับผม
8484,ครัฟ
1143,ครัล
7327,ครัว
4652,ครั้งก่อน
8934,ครั้งนี้
6785,ครั้งสุดท้าย
5572,ครั้งแรก
8266,ครา
8925,คราง
456,คราบ
180,คราย
1437,คริสต์
6481,คริสต์มาส
8874,คริสเตียน
699,ครีบ
5494,ครีม
8922,ครึ
126,ครึ่งทาง
4782,ครึ้ม
5167,ครุ
6411,ครุก
7691,ครุย
2086,ครุศาสตร์
7900,ครุ่น
77,ครู
4076,ครู่
5965,คร่ะ
1940,คร่า
436,คร่าว
7756,คร้บ
5586,คร้าบ
4492,คร๊าบ
7019,คล
5144,คลอ
8105,คลอง
1761,คลองห้า
3140,คลอดลูก
193,คลอเคลีย
8720,คละ
70,คลัง
7027,คลังสินค้า
426,คลั่งไคล้
8900,คลา
5902,คลาย
1943,คลายเครียด
7620,คลาส
6950,คลิก
4919,คลินิก
695,คลินิค
16,คลิบ
4158,คลิป
1448,คลี
4512,คลีนิค
805,คลี่คลาย
839,คลื่น
8845,คลื่นไส้
8923,คลุกคลี
6863,คลุม
3008,คล้อง
7529,คล้ำ
4417,คว
5897,ควง
1316,ควบคู่กันไป
5356,ควย
4654,ควรจะเป็น
8472,ควอ
8530,ควัก
301,ควัน
8476,ควาน
528,ความกระจ่าง
1309,ความกลัว
7903,ความกล้า
6834,ความขี้เกียจ
6331,ความคิด
541,ความคิดถึง
3751,ความคิดเห็น
5616,ความคืบหน้า
6882,ความงาม
7248,ความง่วง
1020,ความจริง
2076,ความจริงใจ
1627,ความจำ
8739,ความชอบ
779,ความชุ่มชื้น
8603,ความช่วยเหลือ
6022,ความตั้งใจ
7106,ความตื่นเต้น
6205,ความต้องการ
7901,ความถี่
6594,ความถูกต้อง
5016,ความทรงจำ
186,ความทุกข์
2013,ความน่ารัก
2911,ความบังเอิญ
1640,ความปลอดภัย
1390,ความผิด
6944,ความผิดหวัง
311,ความผูกพัน
6900,ความผูกพันธ์
8154,ความฝัน
7038,ความพยายาม
3584,ความพอดี
291,ความมัน
3783,ความมั่นใจ
6184,ความรวย
8004,ความรัก
6125,ความรับผิดชอบ
2273,ความรู้
3719,ความรู้สึก
9066,ความรู้สึกผิด
3218,ความร้อน
3064,ความร้าวฉาน
6984,ความลับ
7494,ความลำบาก
7950,ความลำเอียง
8308,ความสงบ
1661,ความสงสัย
4146,ความสนใจ
8929,ความสบายใจ
4132,ความสัมพันธ์
3020,ความสามารถ
2317,ความสามารถพิเศษ
2308,ความสุข
1994,ความสูง
8425,ความหมาย
5622,ความหวัง
6791,ความหวังดี
8200,ความหิว
5520,ความห่วงใย
1783,ความอดทน
8687,ความอบอุ่น
8422,ความอยาก
8689,ความอาลัย
2897,ความอ้วน
1601,ความเกรงใจ
2659,ความเข้มแข็ง
554,ความเคยชิน
534,ความเครียด
4283,ความเคลื่อนไหว
2690,ความเจ็บปวด
4702,ความเชื่อ
1748,ความเดือดร้อน
3220,ความเป็นมา
8049,ความเป็นส่วนตัว
5035,ความเป็นเพื่อน
2264,ความเป็นไป
4434,ความเป็นไปได้
9030,ความเมตตา
305,ความเร็ว
2840,ความเศร้า
2945,ความเสมอภาค
7781,ความเสียใจ
2310,ความเสี่ยง
2051,ความเหงา
771,ความเหนื่อย
6149,ความเห็น
1531,ความเห็นแก่ตัว
279,ความแตกต่าง
7670,ความแน่นอน
4881,ความแน่ใจ
4931,ความโชคดี
9089,ความใจร้อน
3885,ความใน
5164,ความในใจ
8875,ความไม่แน่นอน
6827,ควาย
4466,ควีน
7013,คสพ
71,คสอ
1164,คห
2692,คหกรรม
3291,คอ
3530,คอก
7936,คอกลม
5768,คอน
8924,คอนกรีต
3340,คอนเฟิร์ม
4114,คอนเสิร์ต
7720,คอนเสิร์ท
3417,คอนแทค
523,คอนแทคเลนส์
8742,คอนโด
8685,คอม
1463,คอมพิวเตอร์
1550,คอมฯ
3172,คอมเมดี้
8310,คอมเม้นต์
792,คอร์ด
2602,คอร์ส
6770,คอลลาเจน
8887,คอลเซ็นเตอร์
8384,คอิ้ง
1490,คอเสื้อ
5579,คอแหลม
4362,คอแห้ง
7681,คะน้า
1938,คะแนน
5916,คะใน
342,คะ่
698,คั
901,คัค
6434,คัง
8545,คัช
251,คัด
2558,คัดจมูก
4615,คัตชู
3066,คัทชู
542,คัน
1106,คับ
7786,คับบ
6294,คับใจ
914,คัพ
6494,คัฟ
4023,คัย
5420,คั่
2648,คั่น
1579,คั้บ
8418,คั้บบ
576,คา
7609,คาง
6933,คาทอลิก
7006,คาทอลิค
9044,คาน
9018,คาบ
4351,คาบเส้น
2445,คาราวาน
4079,คาราโอเกะ
1355,คาร์
7419,คาเฟ่
4102,คาใจ
858,คำกริยา
7087,คำขอ
325,คำตอบ
2765,คำถาม
1507,คำทักทาย
5018,คำนิยาม
108,คำปรึกษา
7035,คำพิพากษา
8481,คำพูด
3375,คำยืนยัน
6995,คำราม
1336,คำร้อง
6114,คำร้องขอ
7530,คำศัพท์
1504,คำสัญญา
8964,คำสั่ง
3298,คำหยาบ
8402,คำหวาน
4293,คำอธิษฐาน
2673,คำเมือง
6889,คำแนะนำ
6368,คิ
6585,คิขุ
5984,คิคิ
8462,คิง
1756,คิดดู
761,คิดผิด
406,คิดมาก
8912,คิดเลข
3065,คิดไปคิดมา
8586,คิดไม่ออก
6268,คิว
4588,คิวรถ
6058,คิส
4575,คิ้ว
4278,คีตกวี
3731,คีบ
9139,คีย์
2631,คีย์บอร์ด
5205,คีส
3265,คึ
5956,คึก
2001,คึคึ
3946,คึด
3718,คึดเติง
5417,คืด
7753,คืนดี
1789,คืนนี้
7665,คืนเงิน
7433,คือะ
377,คุ
8054,คุก
7451,คุกคาม
6510,คุง
7793,คุณค่า
1791,คุณชาย
4707,คุณผู้ชาย
5735,คุณผู้หญิง
611,คุณพ่อ
5950,คุณภาพ
6977,คุณยาย
6621,คุณสมบัติ
2495,คุณหมอ
388,คุณแม่
1602,คุด
3911,คุม
8600,คุมกำเนิด
8330,คุย
1734,คุยเก่ง
2407,คุรุสภา
2956,คุ้น
9160,คู
3439,คูน
7856,คู่
2343,คู่ขนาน
8334,คู่ครอง
2935,คู่ควร
3676,คู่นอน
9179,คู่มือ
6421,คู่รัก
5026,คู่แฝด
4537,คู้
3238,ค็อต
1924,ค่
6517,ค่อนข้างจะ
15,ค่อยเป็นค่อยไป
2975,ค่า
6478,ค่าความจริง
5195,ค่าตัวเลข
2775,ค่าที่
5769,ค่าธรรมเนียม
5324,ค่าน้ำค่าไฟ
5982,ค่าบริการ
8147,ค่าปรับ
8284,ค่าย
2400,ค่ารถ
5873,ค่าสูงสุด
1094,ค่าเฉลี่ย
1542,ค่าเช่า
7837,ค่าเรียน
6828,ค่าเล่าเรียน
665,ค่าใช้จ่าย
1030,ค่ำ
1281,ค้อ
8376,ค้อน
7326,ค้ะ
2523,ค้างคาว
742,ค้างคืน
3414,ค้าบ
394,ค๊ะ
3796,ค๊า
5538,ค์
1011,ฆ่า
6925,ฆ่าตัวตาย
7592,ฆ่าเวลา
3968,ฆ้อง
9020,ง
6119,งก
72,งก้
6413,งค์
906,งง
1519,งชุ้น
5502,งด
6692,งบ
7411,งบประมาณ
7383,งม
8701,งมงาย
8297,งรือ
7111,งอ
4570,งอก
8554,งอด
7165,งอน
1570,งอย
7994,งอแง
4495,งะ
4995,งับ
104,งัย
5762,งั่ง
4582,งั่ม
4781,งั้น
3503,งั้บ
2030,งั้บบ
8218,งา
5224,งาน
6131,งานค้าง
2007,งานพิธี
6553,งานพิเศษ
1879,งานวิชาการ
3407,งานหนัก
2607,งานหนังสือ
4911,งานอดิเรก
5530,งานเขียน
2192,งานเลี้ยง
1492,งาม
2157,งาย
4687,งิ
6010,งิงิ
8042,งีบ
5280,งียบ
935,งี่เง่า
2519,งี้
2049,งึด
6881,งึ๋ย
6103,งืม
2408,งือ
8239,งือกด
5117,งือขอ
3812,งืออ
5972,งื่ม
4225,งื่อ
8943,งื้อ
346,งื้ออ
4671,งุ
8612,งุงิ
3637,งุนงง
7307,งุ้ย
9145,งู
5461,งู้น
1981,งู้ย
4244,งเกิ้ล
3350,งแง้ง
337,งโค่ด
4465,งไเร๊ออ
9106,ง่
2095,ง่นเพื้อ
7393,ง่ย
2426,ง่วง
6941,ง่วงนอน
4767,ง่อม
3851,ง่อว
1960,ง่อวว
1365,ง่ะ
257,ง่า
7799,ง้อ
5208,ง้ะ
1973,ง้า
8881,ง้าง
5152,ง้าบ
7270,ง้าบบ
1957,ง้าย
2782,ง๊ง
6847,ง๊งง
5919,ง๊า
8841,ง๊าน
4798,จงใจ
3991,จดหมาย
2908,จตุจักร
4227,จนปัญญา
3663,จนมุม
7348,จนได้
1921,จบกัน
7497,จฟอร์ทอร์ค
1606,จม
6727,จมูก
1446,จมูกโด่ง
7488,จย้า
1421,จร
3313,จรัญสนิทวงศ์
7956,จราง
6756,จราจร
9042,จริงอยู่
8794,จริ้ง
7401,จริ๊ง
3068,จร๊
61,จร๊า
7255,จศ
6527,จสก
5539,จฬ
8673,จอ
1359,จอก
1597,จองตั๋ว
1822,จองที่
4831,จองแล้ว
231,จอน
6050,จอม
1129,จอมเกล้า
2940,จะแจ้ง
6703,จัก
4085,จักร
6453,จักรพงษ์
1142,จักรพรรดิ
8824,จักรยาน
1759,จักรวาล
1105,จังหวะ
8006,จังหวัด
7778,จัญ
2225,จัดงาน
3935,จัดแสดง
812,จัตุ
843,จัทร์
234,จัน
8063,จันทน์
7341,จันทบุรี
5854,จันทร์
1480,จันท์
2214,จับ
7659,จับกลุ่ม
1356,จับฉลาก
2684,จับมือ
1159,จับได้
6709,จัย
4174,จัสติน
4400,จั้ก
4259,จั้ง
6219,จา
6706,จากกัน
7083,จากนี้
6146,จากไป
2042,จาง
1402,จาน
7469,จาม
4715,จามจุรี
1027,จาร
2953,จำนวน
3804,จำเลย
8657,จำใจ
7279,จำได้
2039,จำไว้
5981,จิ
4432,จิก
814,จิง
