text,probability
ควรกินไรดีตอนนี้ ที่กินแล้วไม่อ้วน 55555,0.7524
อยากได้เคล็ดลับการอ่านหนังสือก่อนสอบเข้าของพี่ๆง่าาา,0.7524
มันหมายความว่าอะไรง่าาา แกทำให้เราคาใจเก่งจังวะ,0.7524
มีใครทำโปรเจคแล้วเกิดอาการท้อบ้างไหมคะ เรานี่โคตรท้อแท้และสิ้นหวังมากเลยคะ 😭,0.7524
ทำไม103 ต้องใช้หลักเสียงดังหักทั้งห้อง คนตั้ง1000คน จะไปควบคุมได้ยังไง จะให้เดินไปด่าคนพูดเหรอ - -,0.7525
ถ้าลงmrt.บางโพมีรถต่อไปเทเวสต์ไหมครับ,0.7525
ศูนย์กีฬา บางมด แถวเป็นไงคะ,0.7525
เป็นความสัมพันธ์ที่เขาไล่ไปนอนทุกวันเพราะเขาจะเล่นเกม,0.7525
"ได้หรอ
คงได้เเหละ...",0.7525
ถ้าจะไปชมริ้ว ขบวนที่ 6 พรุ่งนี้ช่วงเย็น จุดคัดกรอง มีกี่จุดค่ะ รบกวนด้วยค่ะ,0.7525
"หิววว

จะกินช้างได้ทั้งตัวเเล้วค่ะ",0.7526
ไม่มีใครอยากได้เจเล่เป็นแฟนบ้างหลอ,0.7526
มีคนที่เล่น Zon จริงๆ ไม่ใช่เล่นเช็คเลตติ้งไหมคะ,0.7526
ไม่ได้คือไม่ได้ ดีแล้ว มันดีแล้ว 😌,0.7526
ร้านเย็บเล่มสันเกรียวใต้หอทรงทำดีปะ ถูกไหมม เทียบกับsc,0.7526
เทคโนลาดกระบังคนเยอะไหมคะ,0.7526
วัดสุวรรณ  คลอง9  คนเยอะมากไหมครับ,0.7526
ดึกแล้วหิวป่าว 😼,0.7526
"ล่าสุดถึงขั้นท้ากับเพื่อนแล้วอะ ว่าถ้ามีแฟน เพื่อนต้องเลี้ยงหมูกระทะ555
ก็คนมันไม่มีอ่ะเนาะให้ทำไง",0.7526
คณะไหนผญน่ารักสุด,0.7526
เวลาเจอคนที่แอบชอบทีไรหน้านิ่งตลอดเลย กลัวเขาคิดว่าไม่อยากคุยด้วยอะ ฮือออออ,0.7527
เวลาเหนื่อย ๆ อยากเปิดโหมดทิ้งตัวใส่ชานมไข่มุก,0.7527
ตอนนี้จุดคัดกรองไหนคนน้อยบ้างค่ะ,0.7527
อยากให้แกมาบอกว่าห่างกันสักพักของแกไม่ได้แปลว่าเลิกกัน,0.7527
ออกไปกินข้าว กลับเข้ามา ศกรรก็ยังไม่มีที่ให้นั่งอยู่ดี,0.7527
[@นุ้งหมี ](http://zonapplication.com/users/585760eb972116000b04b4d3) หมีถามไรหน่อยจิ เพื่อนเค้าเพิ่งสมัคร ยังไม่ได้โพสต์ไรเลยแต่ดาวขึ้น560 มาจากไหนง่าาาาาาาาา,0.7527
มีใครไปทองหล่อคืนนี้มั้ย? 🍾🍾🍾,0.7527
ทำไมไม่จำ เค้าไม่อยากคุยด้วยทำไมไม่จำ,0.7528
อยู่คณะอื่นแต่อยากสมัครสิงห์แดงสัญจร,0.7528
อยากเล่นกีตาร์จัง,0.7528
อาหารคณะไหนอร่อยสุดมารีวิวหน่อยค่าา,0.7528
เหงาจัง คุยกันหน่อยมั้ยยยย,0.7528
เป็นอะไรหรือเปล่า เหนื่อยไหม ไหวหรือเปล่า สู้ๆนะ,0.7529
คำว่ารักที่คุณบอก ใช้หลอกมากี่คนคับ.. :) 🌙🌒🌈,0.7529
ขอเย็ดได้มั้ย ในฐานะกะหรี่ก็ได้,0.7529
ฝากปริ้นงานหน่อยยยย ใครรับฝากบ้าง,0.7529
"People 1:สัปดาห์เรียนกี่วัน?
Me: 7 วันนี้ก็มีเรียน เมื่อวานนี้ก็มีเรียน
เสาร์อาทิตย์คืออะไร?
#stronggg!!",0.7529
"เราเป็นคนคิดเก่งนะ คิดมาก คิดไปไกล แล้วก็คิดไปเอง เห็นมั้ยเราบอกแล้วเราคิดเก่งง 😂 
#แด่loserอย่างเราาาาา",0.7529
เรามีคนที่อยากอยู่ด้วยแต่เขาดันอยากอยู่กับคนอื่น อืมก็ดี:),0.7529
