word,label
เรื่องไร้สาระ,1
เรื้อ,
เรเน,
เร่,
เร่งรีบ,
เร่ร่อน,
เร้ก,
เร้นลับ,
เร้ยน,
เร้ยรช,
เร๊ว,
เล,
เลก,
เลข,1
เลขที่,1
เลขา,1
เลขาธิการ,1
เลค,
เลคเช่อ,1
เลดี้,1
เลต,
เลท,
เลน,
เลนส์,1
เลบ,
เลป,
เลยเวลา,
เลว,1
เลส,
เลสมั้ง,
เลสเบี้ยน,1
เลอ,
เลอะ,
เลา,
เลิกกัน,1
เลิกคบ,1
เลิกงาน,1
เลิกเรียน,1
เลิกเล่น,1
เลิกใช้,1
เลิด,
เลิฟ,
เลิ้บ,
เลิ้ป,
เลิ้ปมช,
เลียง,
เลียบ,
เลี่ยง,
เลี่ยม,
เลี้ยงข้าว,1
เลี้ยงดู,
เลี้ยงสัตว์,1
เลี้ยงไข้,1
เลี้ยว,
เลี้ยวซ้าย,
เลือกตั้ง,1
เลือกไม่ได้,
เลือด,1
เลือน,
เลื่อง,
เลื่องชื่อ,
เลื่อนนัด,1
เลื้อย,
เลเซอร์,1
เล็ง,
เล็บ,
เล่,
เล่นตัว,1
เล่นหุ้น,1
เล่นไพ่,1
เล่ม,1
เล่ย,
เล่ยผม,
เล่า,
เล้ง,
เล้น,
เล้นท์,
เล้ย,
เล้า,
เล๊ย,
เล๋ย,
เว,
เวค,
เวง,
เวช,
เวณ,
เวท,
เวที,
เวน,
เวฟ,
เวร,
เวล,
เวลา,1
เวลาทำงาน,1
เวลานอน,1
เวลานี้,1
เวลาปิด,1
เวลาว่าง,1
เวลาเปิด,1
เวลาเริ่ม,1
เวลาเรียน,1
เวลาเล่น,1
เวศก,
เวส,
เวสต์,
เวอ,
เวอชั่น,1
เวอร์,
เวิค,
เวิคช้อบ,1
เวิร์ค,
เวิร์ด,
เวิร์ล,
เวิล,
เวิลด์,1
เวิล์ด,
เวียก,
เวียดนาม,1
เวียนหัว,
เวียนเทียน,1
เว็บ,1
เว็บขอ,
เว็ป,
เว่ย,
เว่ยย,
เว่อ,
เว่อร์,
เว้ย,
เว๊น,
เศรษฐศาสตร์,1
เศรษฐศาสตร์มหภาค,1
เศร้า,1
เศ้,
เส,
เสด,
เสด็จ,1
เสน,
เสนอตัว,
เสนอหน้า,
เสพติด,1
เสมหะ,1
เสมอกัน,
เสมอต้นเสมอปลาย,
เสมอมา,
เสริมสวย,1
เสรีภาพ,1
เสร่อ,
เสวย,
เสา,1
เสาธง,1
เสารี,
เสาร์,1
เสิต,
เสิร์ท,
เสียค่าปรับ,1
เสียค่าใช้จ่าย,1
เสียง,1
เสียงกรน,1
เสียงดนตรี,1
เสียงดัง,1
เสียงเคาะ,1
เสียงเพลง,1
เสียจัย,
เสียชีวิต,1
เสียดาย,
เสียตัว,1
เสียทรง,1
เสียที,
เสียน้ำใจ,1
เสียมารยาท,1
เสียศักดิ์ศรี,1
เสียเงิน,1
เสียเที่ยว,1
เสียใจ,
เสี่ย,
เสี่ยง,
เสี่ยว,
เสี้ยง,
เสือ,1
เสือก,
เสื่อ,
เสื้อ,1
เสื้อกล้าม,1
เสื้อกันฝน,1
เสื้อกันหนาว,1
เสื้อช็อป,1
เสื้อผ้า,1
เสื้อยืด,1
เสื้อเชิ้ต,1
เสื้อแขนกุด,1
เสื้อแขนยาว,1
เส็งเคร็ง,
เส็ด,
เส็น,
เส่ะ,
เส้,
เส้ด,
เส้น,1
เส้นตรง,1
เส้นทาง,1
เส้นเลือด,1
เส้า,
เห,
เหงา,
เหงาหงอย,
เหงื่อ,1
เหตุ,1
เหตุการณ์,1
เหตุฉุกเฉิน,1
เหตุผล,1
เหนอะ,
เหนียง,
เหนียว,
เหนียวแน่น,
เหนื่อย,1
เหนื่อยใจ,1
เหน็บ,
เหมา,
เหมาะกับ,
เหมือนก่อน,
เหมือนว่า,
เหมือนเคย,
เหม่อ,
เหม่อลอย,
เหย,
เหยาะ,
เหยิบ,
เหยียด,
เหยียบ,
เหยี่ยว,1
เหยื่อ,
เหรอ,
เหรียญ,1
เหลา,
เหลือขอ,
เหลือง,
เหลือใจ,
เหล็ก,1
เหล็กดัด,1
เหล้า,1
เหวี่ยง,
เหอะ,
เหียะ,
เหี่ยวเฉา,
เหี้ย,1
เห็นคุณค่า,
เห็นด้วย,
เห็นที,
เห็นผล,1
เห็นภาพ,1
เห็นแก่ตัว,
เห็นแย้ง,
เห็นใจ,1
เห็บ,1
เห่,
เห่อ,
เห้,
เห้น,
เห้ย,
เห้อ,
เห้า,
เอ,
เอก,1
เอกมัย,1
เอกสาร,1
เอทีเอ็ม,1
เอฟ,
เอม,
เอย,
เอราวัณ,1
เอว,
เอส,
เออ,
เออะ,
เอะใจ,
เอา,
เอาคืน,
เอาจริง,
เอาชีวิต,
เอาละ,
เอาหน้า,
เอาะ,
เอาเปรียบ,1
เอาเรื่อง,
เอาแต่,
เอาแต่ใจ,1
เอาใจ,1
เอาใจเขามาใส่ใจเรา,
เอิณ,
เอิร์น,
เอิ่ม,
เอียด,
เอียน,
เอี้ย,
เอี้ยว,
เอเชีย,1
เอแบค,
เอ็กซ์,
เอ็น,
เอ็นดู,1
เอ่ย,
เอ่อ,
เอ้,
เอ้ย,
เอ้อ,
เอ้ะ,
เอ้า,
เอ้างง,
เอ้าท์,
เอ้ามึ้ง,
เอ้าะ,
เอ๊,
เอ๊ย,
เอ๊ะ,
เอ๋ย,
เอ๋อ,
เฮ,
เฮงซวย,1
เฮด,1
เฮฮา,
เฮิท,
เฮิร์ท,
เฮีย,
เฮี้ยน,
เฮือก,
เฮ้,
เฮ้ย,
เฮ้อ,
เฮ้าส์,
เี้ย,
เ์,
แก,
แกก็ชอบ,
แกก็มา,
แกก็หาย,
แกน,
แกนะ,
แกรก,
แกรมม่า,1
แกร็บ,
แกลน,
แกล้ง,
แกล้งทำ,
แก็งค์,1
แก็ป,
แก่ตัว,
แก่น,
แก้ตัว,1
แก้บน,1
แก้ผ้า,1
แก้ม,
แก้ว,1
แก้เผ็ด,
แก้ไขปัญหา,
แก๊ก,
แก๊ง,
แก๊ส,1
แข,
แขก,1
แขน,1
แขนขา,1
แขม,
แขวง,1
แขวน,
แขวะ,
แข็งใจ,
แข่ง,
แข้,
แค,
แคนตาลูป,1
แคนาดา,1
แคป,
แคปซูล,1
แคมปัส,1
แครง,
แคระ,
แคร์,
แคลคูลัส,1
แคลเซียม,1
แคว,
แควร์,
แคะ,
แง,
แงะ,
แง่,
แง่ง,
แง่ดี,
แง้,
แง้ว,
แง้ะ,
แจ,
แจก,1
แจบ,
แจม,
แจ็ก,
แจ็ค,
แจ่มใส,1
แจ๊,
แจ๊คเก็ต,1
แจ๊ส,1
แจ๊ะ,
แช,
แชท,
แชมป์,1
แชมพู,1
แชร์,
แช่น้ำ,
แช้ว,
แซ,
แซก,
แซง,
แซงคิว,1
แซด,
แซลมอน,1
แซล็ค,
แซว,
แซะ,
แซ่บ,1
แด,
แดก,1
แดง,1
แดงเข้ม,1
แดด,1
แดดออก,
แดรก,1
แด็ด,
แด่,
แด๊ด,
แด๊ดดี้,
แตงโม,1
แตน,
แตม,
แตมป์,
แตมม,
แตอร์,
แตา,
แต่งกาย,1
แต่งงาน,1
แต่งตัว,1
แต่งหน้า,1
แต่ต้นจนจบ,
แต่บางที,
แต่ยังไง,
แต่ละคน,
แต่ละวัน,
แต่เช้า,
แต้,
แต้ม,
แต๊ะ,
แต๊ะเอีย,1
แถ,
แถบ,
แถม,1
แถว,1
แถวหน้า,1
แทก,
แทค,
แทบจะ,
แทบตาย,
แทะ,
แท็ก,
แท็กซี่,1
แท็ค,
แท็มเล็ต,
แท่ง,
แท้,
แท๊กซี่,1
แท๊กซึ่,
แนค,
แนคขอ,
แนน,
แนพ,
แนว,1
แนวคิด,1
แนวทาง,1
แนวร่วม,1
แนวหน้า,1
แนำ,
แน่วแน่,
แน้,
แน้ม,
แน้ว,
แน้อยจน,
แบ,
แบงค์,1
แบด,
แบดมินตัน,1
แบน,
แบบ,
แบบนี้,
แบบผม,
แบบสอบถาม,1
แบบเรียน,1
แบรนด์,1
แบริ่ง,1
แบล็กลิสต์,1
แบล็กเก็ต,1
แบล็ค,1
แบ้,
แป,
แปซิฟิก,1
แปด,
แปดเปื้อน,
แปบ,
แปรงฟัน,1
แปรงสีฟัน,1
แปรรูป,1
แปลก,
แปลกที่,
แปลกใจ,1
แปลงเพศ,1
แปะ,
แป้ก,
แป้ง,1
แป้งฝุ่น,1
แป้น,
แป้นพิมพ์,1
แป้ป,
แป๊บ,
แป๊ป,
แผน,1
แผนที่,1
แผนผัง,1
แผบ,
แผล,1
แผลเป็น,1
แผ่น,1
แผ่นดิน,1
แผ่นพับ,1
แผ่ว,
แฝด,1
แพ,
แพท,
แพทยศาสตร์,1
แพทย์,1
แพนด้า,1
แพร,1
แพรก,
แพ็ค,1
แพ่ง,
แพ้,
แพ้ทาง,1
แพ้อากาศ,1
แฟกซ์,
แฟก็ห้าม,
แฟชั่น,1
แฟต,1
แฟน,1
แฟนคลับ,1
แฟม,
แฟมิลี่,1
แฟร์,
แฟลช,1
แฟ้ม,1
แม,
แมค,
แมท,
แมทบู,
แมน,
แมนชั่น,1
แมพ,
แมพอิ้ง,
แมม,
แมร่ง,
แมลง,1
แมว,1
แมวน้ำ,1
แมส,
แมะ,
แม็ก,
แม็ค,1
แม่,1
แม่ค้า,1
แม่ธรณี,1
แม่น,
แม่น้ำ,1
แม่บ้าน,1
แม่พระ,1
แม่เหล็ก,1
แม่แก่,1
แม้ะ,
แย,
แยกย้าย,
แยะ,
แยาก,
แยู่,
แย่,
แย่ง,
แย่งชิง,
แย่จัง,
แย่มาก,1
แย้,
แย้ง,
แร,
แรกเกิด,
แรงค์,1
แรงงาน,1
แรงบันดาลใจ,1
แรด,1
แรบบิท,1
แรมปี,
แระ,
แร้ง,
แร้ว,
แล,
แลก,
แลบ,
แล็บ,1
แล่,
แล้,
แล้ง,
แล้วไป,
แล๋ว,
แว,
แวก,
แวกข,
แวบ,
แวร์วูล์ฟ,
แวะ,
แว็กซ์ข,
แว็ค,1
แว่,
แว่น,1
แว่นตา,1
แว้,
แว้บ,
แว๊,
แว๊กขน,1
แว๊บ,
แส,
แสง,1
แสงอาทิตย์,1
แสด,1
แสดงตน,
แสดงตัว,
แสดงว่า,
แสดงอาการ,1
แสตป์,
แสตมป์,1
แสนรู้,
แสนแสบ,1
แสบ,
แห,
แหก,
แหนม,1
แหม,
แหม่,
แหลก,
แหล่,
แหล่ง,
แหวก,
แหวน,
แหวะ,
แหว่ง,
แหะ,
แห่,
แห่งชาติ,
แห้งผาก,
แห้ว,
แอ,
แอด,
แอน,
แอบ,
แอบมอง,
แอบอ้าง,
แอปเปิ้ล,1
แอม,
แอมบาสเดอร์,1
แอร์,
แอร์พอร์ท,1
แอลกอฮอล์,1
แออัด,
แอโรบิค,1
แอ้,
แอ๊บ,
แอ๊ว,
แอ๊ะ,
แฮ,
แฮงค์,
แฮงค์เอ้าท์,1
แฮปปี้,1
แฮม,1
แฮร์รี่,1
แฮะ,
แฮ่,
แฮ้ง,
แฮ๊,
แะ,
แา,
แเ้้เแแ,
โก,
โกง,1
โกน,
โกรธ,1
โกหก,1
โกะ,
โกโก้,1
โข,
โขน,
โค,
โคตร,
โคตะระ,
โคน,
โคมไฟ,1
โครงการ,1
โครงงาน,1
โครงสร้าง,1
โคราช,1
โครเอเชีย,1
โครโมโซม,1
โคล,
โควตา,1
โควต้า,1
โค่,
โค๊นน,
โฆ,
โง่,
โง้ย,
โง้ยยนนยน,
โจทย์,1
โจมตี,
โจร,1
โจี,
โจ้,
โจ๊ก,1
โฉด,
โชค,
โชคดี,
โชน,
โซ,
โซดา,1
โซน,1
โซฟา,1
โซล,1
โซเชียล,1
โซ่,1
โด,
โดด,1
โดดร่ม,1
โดดเดี่ยว,
โดดเดี่ยวเดียวดาย,
โดน,
โดนัท,1
โดม,1
โดยบังเอิญ,
โดยสาร,1
โดร,
โดะ,
โดเรมอน,1
โตน,
โตนด,
โตมา,
โตเกียว,1
โตโยต้า,1
โต้,
โต้รุ่ง,1
โต้ะ,
โต๊ะ,1
โต๊ะอาหาร,1
โถง,1
โถส้วม,1
โท,
โทด,
โทน,
โทร,
โทรม,
โทรศัพท์,1
โทรศัพท์มือถือ,1
โทษ,
โน,
โน่,
โน่น,
โน้ต,
โน้น,
โน๊ต,1
โน๊ตบุ้ค,1
โน๊ตบุ๊ค,1
โน๊ะ,
โบ,
โบก,
โบกมือ,
โบท็อกซ์,1
โบยบิน,
โบราณคดี,1
โบว์,1
โบสถ์,1
โบ้,
โบ๊ท,1
โบ๊เบ๊,
โป,
โปร,1
โปรด,
โปรตีน,1
โปรย,
โปรเจค,1
โปรเจคเตอร์,1
โปรเจ็ค,1
โปรแกรม,1
โปรแกรมคอมพิวเตอร์,1
โปรโมชั่น,1
โปส,
โปสเตอร์,1
โปเก,
โปโล,
โป่ง,
โป้ง,
โป๊,
โป๊ะ,
โป๊ะแตก,1
โผ,
โผล่,
โพ,
โพย,1
โพส,1
โพสต์,1
โฟ,
โฟม,1
โฟร์,1
โฟลค,
โฟล์ค,1
โฟไลด์,
โม,
โมก,
โมง,
โมะ,
โมเมนต์,1
โมโห,1
โม่,
โม๊ค,
โย,
โยคะ,1
โยธา,1
โยน,
โยนทิ้ง,
โย่ง,
โย่ว,
โย่วว,
โร,
โรค,1
โรคกระเพาะ,1
โรคจิต,1
โรคหัวใจ,1
โรง,1
โรงบาล,1
โรงพยาบาล,1
โรงยิม,1
โรงละคร,1
โรงละครแห่งชาติ,1
โรงหนัง,1
โรงอาหาร,1
โรงเรียน,1
โรงเรียนสตรี,1
โรงแรม,1
โรจน์,
โรตี,1
โรแมนติก,
โล,
โลก,1
โลกาภิวัฒน์,
โลจิสติกส์,1
โลชั่น,1
โลตัส,1
โลภ,
โลละ,
โลหะปราสาท,1
โล่ง,
โล้,
โว,
โวย,
โวยวาย,
โว่,
โว้คอัพไลค์,
โว้ย,
โว๊น,
โว๊ย,
โว๊ะ,
โส,
โสด,
โสมนัส,
โห,
โหด,
โหดร้าย,1
โหน,
โหม,
โหมด,
โหย,
โหยหา,
โหล,1
โห่,
โห้ว,
โอ,
โอกาส,1
โอย,
โอรส,
โอลิมปิก,1
โอเค,
โอเรียล,
โอ่,
โอ้ย,
โอ้ะ,
โอ้โห,
โอ๊ต,1
โอ๊ย,
โอ๊ะ,
โอ๋,
โฮ,
โฮก,
โฮจิมินห์,1
โฮม,1
โฮมโปร,1
ใกลม,
ใก้,
ใข้,
ใค,
ใคก้,
ใคน,
ใคพอ,
ใครก็ได้,
ใครคนหนึ่ง,
ใครต่อใคร,
ใคา,
ใค้,
ใง,
ใจ,1
ใจกล้า,
ใจง่าย,
ใจจริง,1
ใจจะขาด,
ใจชื้น,
ใจดี,1
ใจตรงกัน,
ใจถึง,
ใจบุญ,1
ใจฝ่อ,
ใจมา,
ใจรัก,
ใจร้าย,
ใจสั่น,
ใจหาย,
ใจอ่อน,
ใจเดียว,
ใจเต้น,
ใจเบา,
ใจเย็น,
ใจแคบ,
ใจไม่ดี,
ใจ๋,
ใช,
ใช่ปะ,
ใช่ไหม,
ใช้กับ,
ใช้ชีวิต,1
ใช้เวลานาน,
ใช้แล้ว,
ใช้ใบ,
ใช้ไม่ได้,
ใด้,
ใด้เนืิ่อง,
ใด๋,
ใต,
ใต้ดิน,1
ใต้ถุน,1
ในประเทศ,1
ในหลวง,1
ในอนาคต,
ในเวลานี้,
ใบ,1
ใบขับขี่,1
ใบชา,1
ใบตอง,1
ใบพัด,1
ใบรับรอง,1
ใบรับรองแพทย์,1
ใบลา,1
ใบเบิก,1
ใบเสร็จ,1
ใบ้,
ใม,
ใย,
ใว้,
ใส่รหัส,
ใส่ใจ,
ใส้,
ให,
ใหญ,
ใหน,
ใหนคน,
ใหม,
ใหย่,
ให้การ,
ให้กำลังใจ,1
ให้กำเนิด,1
ให้คะแนน,
ให้นม,1
ให้ยืม,1
ให้สัญญาณ,
ให้อภัย,
ให้อาหาร,1
ให้เงิน,1
ให้เช่า,1
ให้เหตุผล,
ให้โอกาส,
ไ,
ไก,
ไกด์,1
ไกปืน,1
ไก่,1
ไก่ตอน,1
ไก่ทอด,1
ไก่ย่าง,1
ไก้,
ไขมัน,1
ไขว้,
ไข่,1
ไข่มุก,1
ไข่เจียว,1
ไข้,
ไข้ใจ,
ไฃ,
ไค,
ไง้,
ไง๊,
ไจ,
ไช,
ไชย,
ไช่,
ไซ,
ไซบีเรีย,1
ไซส์,1
ไซ่,
ไดร์,1
ไดโนเสาร์,1
ได่,
ได้กลิ่น,1
ได้ขนาด,
ได้ข่าว,1
ได้คืน,
ได้ดิบได้ดี,
ได้ดี,
ได้ที,
ได้ที่,
ได้ยิน,
ได้ราคา,
ได้รูป,
ได้เงิน,1
ได้เวลา,
ได้ใจ,1
ไต,1
ไตร,
ไตร่ตรอง,
ไถ,
ไท,
ไทม์,1
ไทย,1
ไทร,
ไทเกอร์,1
ไทเทเนียม,1
ไท้,
ไน,
ไบ,
ไบค์,1
ไบร์ทนอ,
ไบออท,1
ไบเทค,1
ไบเบิล,1
ไบโอ,1
ไปดู,
ไปมา,
ไปรษณีย์,1
ไปเที่ยว,
ไปเป็นเพื่อน,
ไป๊,
ไผ,
ไผ่,1
ไฝ,
ไพ,
ไพร,
ไฟ,1
ไฟฉาย,1
ไฟฟ้า,1
ไฟล์,1
ไฟหน้า,1
ไฟแดง,1
ไฟแนนซ์,1
ไฟแรง,1
ไฟไหม้,1
ไม,
ไมค์,1
ไมตรี,
ไมพอ,
ไมม,
ไมเกรน,1
ไมเคิล,
ไมโคร,
ไมโครเวฟ,1
ไมโล,1
ไม่กระตือรือร้น,
ไม่กล้า,
ไม่คู่ควร,
ไม่งั้น,
ไม่จริงใจ,
ไม่จำเป็น,
ไม่ชัด,
ไม่ต้อง,
ไม่ต้องการ,
ไม่ทราบ,
ไม่ทัน,
ไม่ทันเวลา,
ไม่ทำงาน,
ไม่ธรรมดา,
ไม่นาน,
ไม่น่า,
ไม่น่ารัก,
ไม่น้อย,
ไม่บ่อย,
ไม่ปลอดภัย,
ไม่พอ,
ไม่พอใจ,
ไม่พูดถึง,
ไม่มีปัญหา,
ไม่มีวัน,
ไม่มีสติ,
ไม่มีหัว,
ไม่มีเวลา,
ไม่มีเหตุผล,
ไม่มีแรง,
ไม่มีใคร,
ไม่ยอม,
ไม่ยอมรับ,
ไม่ยาก,
ไม่รอด,
ไม่รู้,
ไม่ลืม,
ไม่ว่าง,
ไม่สน,
ไม่สบาย,
ไม่สบายใจ,
ไม่สมควร,
ไม่สำคัญ,
ไม่สุภาพ,
ไม่อยู่,
ไม่อร่อย,1
ไม่อั้น,
ไม่เกี่ยว,
ไม่เก่ง,
ไม่เข้าใครออกใคร,
ไม่เข้าใจ,
ไม่เคย,
ไม่เชื่อ,
ไม่เชื่อใจ,
ไม่เปิดเผย,
ไม่เป็นใจ,
ไม่เป็นไร,
ไม่เลย,
ไม่เสร็จ,
ไม่เหมาะสม,
ไม่เห็นค่า,
ไม่เอา,
ไม่แคร์,
ไม่แน่,
ไม่แน่ใจ,
ไม่ใช่เล่น,
ไม่ใส่ใจ,
ไม่ได้ตั้งใจ,
ไม่ไว้ใจ,
ไม่ไหว,
ไม้,1
ไม้กวาด,1
ไม้จันทน์,1
ไม้บรรทัด,1
ไม๊,
ไย,
ไร,
ไร้ค่า,
ไร้จุดหมาย,
ไร้สาย,
ไร้สาระ,1
ไร๊,
ไล,
ไลค์,1
ไลน๋เบย,
ไลน์,1
ไลฟ์ลง,
ไลฟ์สไตล์,1
ไลเนอร์,
ไล่ตาม,
ไล่น้ำ,
ไล่ออก,1
ไวน์,1
ไวไฟ,1
ไส,
ไส้,1
ไส้กรอก,1
ไห,1
ไหนล่ะ,
ไหนว่า,
ไหนว่าจะ,
ไหม,
ไหล่,
ไหว,
ไหวตัว,
ไหว้,1
ไหว้พระ,1
ไห้,
ไอ,
ไอคิว,1
ไอซ์แลนด์,1
ไอดอล,1
ไอตัว,
ไอติม,1
ไอที,1
ไอศกรีม,1
ไอส์แลนด์,1
ไอเดีย,1
ไอโฟน,1
ไอ่,
ไอ้,
ไอ้บ้า,
ไฮ,1\
ไฮเปอร์,1
ไฮโซ,1
ไฮไลต์,1
ไีร,
ไเ้,
ไ้,
ไ้ด้,
่,
่า,
่าน,
้,
์,
์ก,
์ค,
์ณ,
์ท,
์ป,
์ปคน,
์ฟ,
์มธ,
์ย,
์อฟ,
์เฟส,
4,
5,
9,
